application_number,loan_assessment_date,group,default,credit_score,,,,,
10025,19/11/2013,D,1,4,,,,,
10027,29/10/2013,D,0,6,,,,,
10028,14/01/2014,D,0,9,,,,,
10029,09/11/2013,A,0,1,,,,,
10032,24/02/2014,A,1,2,,,,,
10033,06/02/2013,D,1,6,,,,,
10035,25/12/2013,D,0,5,,,,,
10036,29/01/2013,D,1,4,,,,,
10037,26/05/2013,D,1,4,,,,,
10039,15/02/2013,D,1,9,,,,,
10040,17/11/2013,D,1,1,,,,,
10042,29/08/2013,D,1,7,,,,,
10043,23/03/2013,A,0,1,,,,,
10044,19/10/2013,A,1,2,,,,,
10045,13/06/2014,D,1,6,,,,,
10046,04/08/2014,A,1,6,,,,,
10047,01/03/2013,A,0,1,,,,,
10048,20/08/2014,A,1,5,,,,,
10051,09/03/2014,A,1,10,,,,,
10052,28/03/2014,D,0,5,,,,,
10054,30/04/2013,D,0,5,,,,,
10055,09/01/2014,D,0,7,,,,,
10057,19/02/2013,D,0,8,,,,,
10058,23/01/2013,D,0,5,,,,,
10059,19/01/2013,D,0,7,,,,,
10061,17/03/2014,D,0,1,,,,,
10062,25/11/2014,A,1,5,,,,,
10064,02/01/2014,D,0,1,,,,,
10065,30/09/2013,A,0,4,,,,,
10066,12/01/2014,D,0,6,,,,,
10068,29/03/2013,A,0,4,,,,,
10069,22/02/2013,A,0,2,,,,,
10072,16/12/2013,A,1,3,,,,,
10073,16/01/2014,D,0,2,,,,,
10076,08/08/2013,D,0,4,,,,,
10077,27/02/2013,D,0,6,,,,,
10081,29/04/2013,D,1,8,,,,,
10083,24/03/2014,A,0,1,,,,,
10084,11/01/2013,A,0,5,,,,,
10086,11/12/2014,A,1,2,,,,,
10087,17/01/2013,A,1,2,,,,,
10088,21/02/2013,D,0,2,,,,,
10091,12/10/2013,D,1,5,,,,,
10092,22/02/2013,D,1,2,,,,,
10094,28/12/2013,A,0,3,,,,,
10095,22/02/2014,D,0,3,,,,,
10097,09/12/2013,D,1,3,,,,,
10105,07/03/2013,A,0,9,,,,,
10107,14/06/2013,D,0,5,,,,,
10110,23/04/2013,D,1,4,,,,,
10111,06/03/2013,D,0,2,,,,,
10112,11/09/2014,D,1,5,,,,,
10115,31/07/2013,D,0,2,,,,,
10119,21/01/2013,D,1,9,,,,,
10121,04/12/2013,D,1,9,,,,,
10123,03/03/2014,A,1,6,,,,,
10124,10/12/2013,A,0,2,,,,,
10126,07/08/2014,A,1,6,,,,,
10127,11/05/2013,A,1,7,,,,,
10129,14/02/2013,D,1,8,,,,,
10130,26/10/2013,D,0,1,,,,,
10131,19/02/2013,D,0,9,,,,,
10132,16/04/2014,A,1,1,,,,,
10133,15/08/2013,A,0,2,,,,,
10136,02/08/2014,D,1,3,,,,,
10137,07/01/2014,D,0,7,,,,,
10139,08/06/2014,D,1,3,,,,,
10141,08/05/2014,D,1,6,,,,,
10142,03/03/2014,D,0,8,,,,,
10143,14/05/2013,D,1,8,,,,,
10148,05/12/2013,D,1,7,,,,,
10150,17/04/2014,D,1,2,,,,,
10157,22/02/2013,D,1,9,,,,,
10158,11/12/2013,D,1,9,,,,,
10159,04/11/2013,A,0,1,,,,,
10161,17/11/2013,A,0,2,,,,,
10163,22/01/2014,D,0,6,,,,,
10165,25/06/2014,D,1,2,,,,,
10166,26/02/2014,A,0,1,,,,,
10167,25/03/2014,D,1,6,,,,,
10168,31/10/2013,A,0,1,,,,,
10169,01/03/2014,A,1,7,,,,,
10171,08/01/2014,D,1,3,,,,,
10173,14/08/2013,D,1,8,,,,,
10174,10/12/2014,A,1,7,,,,,
10176,03/07/2014,D,1,6,,,,,
10178,14/01/2014,A,0,1,,,,,
10179,05/12/2013,D,0,1,,,,,
10180,06/12/2013,A,0,3,,,,,
10181,24/03/2014,D,0,9,,,,,
10183,16/03/2013,D,0,9,,,,,
10184,26/01/2014,D,0,8,,,,,
10185,01/02/2013,D,0,2,,,,,
10188,12/01/2013,A,1,4,,,,,
10189,13/03/2014,D,1,10,,,,,
10193,12/11/2013,D,0,5,,,,,
10194,30/08/2013,D,1,8,,,,,
10196,07/08/2013,A,0,9,,,,,
10197,05/12/2014,D,1,10,,,,,
10202,29/07/2014,D,1,8,,,,,
10207,26/11/2013,D,0,6,,,,,
10208,09/02/2013,A,0,3,,,,,
10209,19/07/2013,A,0,1,,,,,
10210,17/08/2013,D,0,9,,,,,
10211,25/09/2013,D,0,4,,,,,
10212,20/02/2013,D,0,2,,,,,
10214,11/02/2013,D,0,10,,,,,
10216,07/02/2013,D,0,8,,,,,
10217,21/11/2014,D,1,8,,,,,
10218,12/03/2013,D,1,4,,,,,
10219,10/11/2014,A,1,8,,,,,
10220,11/01/2013,D,0,3,,,,,
10223,08/03/2013,D,0,7,,,,,
10224,26/03/2013,D,0,5,,,,,
10226,20/04/2013,D,1,7,,,,,
10228,30/03/2014,A,0,1,,,,,
10229,26/02/2013,D,0,2,,,,,
10230,12/03/2014,A,0,1,,,,,
10232,14/04/2013,D,1,1,,,,,
10233,06/03/2013,D,0,5,,,,,
10234,26/04/2014,D,1,1,,,,,
10235,19/11/2013,D,0,9,,,,,
10237,05/01/2014,A,1,9,,,,,
10239,11/02/2013,D,0,1,,,,,
10241,20/03/2013,D,1,6,,,,,
10242,10/01/2014,A,0,7,,,,,
10250,12/03/2013,D,1,10,,,,,
10251,12/12/2013,A,0,2,,,,,
10252,20/04/2013,D,0,4,,,,,
10254,28/01/2014,D,0,9,,,,,
10256,12/09/2013,A,0,4,,,,,
10258,12/08/2014,A,1,3,,,,,
10259,03/10/2013,A,0,1,,,,,
10260,14/10/2014,A,1,9,,,,,
10261,29/05/2013,D,0,2,,,,,
10267,19/04/2013,D,0,8,,,,,
10269,25/02/2013,A,0,3,,,,,
10272,19/09/2013,D,0,4,,,,,
10273,03/04/2013,D,1,3,,,,,
10274,08/02/2013,D,1,8,,,,,
10276,18/02/2013,D,1,1,,,,,
10277,04/08/2013,D,1,7,,,,,
10279,23/09/2013,D,0,2,,,,,
10280,14/03/2013,D,1,10,,,,,
10281,23/02/2013,A,0,1,,,,,
10283,27/03/2013,D,1,5,,,,,
10289,23/11/2014,A,1,8,,,,,
10290,22/01/2013,D,1,10,,,,,
10292,20/03/2013,D,0,8,,,,,
10293,04/12/2013,A,0,3,,,,,
10295,25/10/2013,D,0,5,,,,,
10296,28/02/2013,D,0,3,,,,,
10298,07/01/2013,D,1,5,,,,,
10299,08/09/2013,D,0,5,,,,,
10300,21/01/2013,A,0,1,,,,,
10301,26/02/2014,D,1,3,,,,,
10302,23/10/2013,D,1,2,,,,,
10305,10/09/2014,D,1,6,,,,,
10306,10/08/2013,A,1,1,,,,,
10307,06/01/2013,D,0,6,,,,,
10309,18/09/2014,D,1,5,,,,,
10312,23/01/2013,D,1,2,,,,,
10313,01/08/2013,D,0,10,,,,,
10314,19/12/2014,A,1,6,,,,,
10315,15/04/2014,D,1,1,,,,,
10317,23/01/2014,D,0,1,,,,,
10319,23/12/2013,D,1,1,,,,,
10324,12/12/2014,D,1,4,,,,,
10326,11/12/2013,D,1,10,,,,,
10327,11/03/2014,A,0,5,,,,,
10328,21/10/2013,D,0,4,,,,,
10330,27/04/2013,A,0,1,,,,,
10334,06/10/2014,D,1,6,,,,,
10336,07/12/2013,D,1,8,,,,,
10338,26/02/2013,A,1,2,,,,,
10339,07/04/2014,D,1,10,,,,,
10344,23/01/2014,D,0,2,,,,,
10345,27/08/2013,D,0,1,,,,,
10346,29/12/2013,D,1,8,,,,,
10348,12/02/2013,D,0,2,,,,,
10349,01/03/2014,D,1,1,,,,,
10351,09/02/2014,D,1,4,,,,,
10354,20/10/2013,D,0,6,,,,,
10357,20/03/2014,A,0,2,,,,,
10359,27/04/2013,D,1,6,,,,,
10360,28/12/2013,A,0,1,,,,,
10361,06/05/2013,A,0,9,,,,,
10363,27/11/2013,D,1,9,,,,,
10367,04/04/2013,D,1,6,,,,,
10370,05/12/2013,A,0,3,,,,,
10372,18/11/2013,A,1,1,,,,,
10375,13/01/2014,D,1,4,,,,,
10376,10/03/2014,A,0,1,,,,,
10377,29/04/2013,A,0,1,,,,,
10378,20/03/2013,A,1,6,,,,,
10379,16/01/2013,D,1,7,,,,,
10381,09/10/2013,D,1,6,,,,,
10383,16/08/2013,D,1,9,,,,,
10386,05/09/2013,A,0,7,,,,,
10387,23/08/2013,D,1,2,,,,,
10388,23/02/2013,D,1,6,,,,,
10389,22/05/2013,A,0,6,,,,,
10390,11/08/2013,A,1,4,,,,,
10393,03/04/2014,D,1,10,,,,,
10394,31/03/2014,D,0,1,,,,,
10399,28/08/2013,A,0,5,,,,,
10400,02/01/2014,A,0,7,,,,,
10401,03/04/2013,A,0,1,,,,,
10402,18/05/2013,A,0,1,,,,,
10403,14/10/2014,A,1,5,,,,,
10406,12/01/2013,D,0,7,,,,,
10407,06/07/2014,D,1,8,,,,,
10410,21/11/2013,A,0,6,,,,,
10411,16/09/2013,D,0,9,,,,,
10412,25/02/2013,A,0,1,,,,,
10413,30/03/2014,D,0,1,,,,,
10415,01/03/2013,D,0,1,,,,,
10416,19/02/2013,D,0,7,,,,,
10417,20/08/2013,A,0,1,,,,,
10420,30/07/2014,A,1,4,,,,,
10422,23/09/2013,A,1,3,,,,,
10423,30/10/2014,A,1,2,,,,,
10424,13/01/2014,D,0,1,,,,,
10425,12/12/2014,D,1,1,,,,,
10426,29/10/2013,A,0,1,,,,,
10427,16/03/2013,A,0,2,,,,,
10428,04/01/2013,A,0,4,,,,,
10431,14/04/2013,A,0,1,,,,,
10432,14/01/2014,D,0,4,,,,,
10434,11/05/2013,A,0,2,,,,,
10436,31/01/2013,D,0,10,,,,,
10437,07/12/2013,A,1,4,,,,,
10439,02/02/2014,D,0,3,,,,,
10440,28/03/2013,A,0,1,,,,,
10444,27/03/2013,D,1,6,,,,,
10446,27/04/2013,D,0,4,,,,,
10447,30/01/2013,A,0,1,,,,,
10448,11/11/2013,D,1,4,,,,,
10449,05/12/2013,D,0,2,,,,,
10450,07/10/2014,A,1,2,,,,,
10451,06/03/2014,D,1,4,,,,,
10452,11/09/2013,D,0,1,,,,,
10454,06/09/2013,D,1,6,,,,,
10456,10/01/2013,D,1,7,,,,,
10457,19/12/2013,D,1,7,,,,,
10462,10/09/2013,A,0,3,,,,,
10463,07/03/2013,D,1,7,,,,,
10464,08/11/2013,A,0,1,,,,,
10467,10/12/2013,A,0,1,,,,,
10469,28/11/2013,D,0,1,,,,,
10471,26/12/2013,D,1,3,,,,,
10476,01/08/2013,A,0,5,,,,,
10480,29/10/2013,D,1,7,,,,,
10483,31/03/2013,D,0,5,,,,,
10484,26/09/2013,A,0,1,,,,,
10486,19/12/2013,A,0,1,,,,,
10487,08/04/2013,A,1,2,,,,,
10489,12/08/2013,A,0,8,,,,,
10490,26/06/2014,A,1,2,,,,,
10491,08/12/2013,A,0,3,,,,,
10494,09/03/2013,D,1,7,,,,,
10498,07/10/2013,A,0,1,,,,,
10499,06/08/2014,A,1,9,,,,,
10500,01/06/2014,D,1,6,,,,,
10502,24/10/2013,A,0,1,,,,,
10505,14/05/2013,D,0,9,,,,,
10506,20/03/2013,D,1,7,,,,,
10507,05/05/2013,A,0,2,,,,,
10509,12/03/2013,D,0,7,,,,,
10510,01/05/2013,A,0,1,,,,,
10511,16/05/2013,D,1,9,,,,,
10512,06/08/2014,D,1,10,,,,,
10513,02/07/2013,A,0,1,,,,,
10514,18/03/2014,A,0,9,,,,,
10518,18/02/2013,D,1,5,,,,,
10519,25/08/2014,D,1,9,,,,,
10520,18/03/2014,D,1,4,,,,,
10522,27/01/2014,A,0,1,,,,,
10524,11/07/2013,D,0,6,,,,,
10525,17/05/2013,D,1,4,,,,,
10526,15/03/2013,A,0,6,,,,,
10530,03/08/2013,D,0,3,,,,,
10531,07/03/2013,A,1,8,,,,,
10532,19/02/2014,D,1,4,,,,,
10533,31/03/2013,D,1,8,,,,,
10535,05/03/2014,D,1,6,,,,,
10536,08/09/2013,D,1,9,,,,,
10538,26/01/2013,D,0,6,,,,,
10539,04/01/2013,A,1,5,,,,,
10540,22/11/2014,A,1,1,,,,,
10541,30/07/2014,A,1,5,,,,,
10542,01/08/2013,A,1,7,,,,,
10543,09/12/2014,A,1,1,,,,,
10544,16/08/2013,A,0,1,,,,,
10545,11/05/2013,D,0,7,,,,,
10546,08/09/2013,A,0,6,,,,,
10547,06/01/2013,D,1,5,,,,,
10548,27/02/2014,A,0,1,,,,,
10550,31/03/2013,A,0,4,,,,,
10552,18/01/2013,A,0,1,,,,,
10553,20/09/2014,D,1,8,,,,,
10554,15/02/2013,D,1,7,,,,,
10555,29/04/2013,D,1,3,,,,,
10556,13/03/2014,D,0,3,,,,,
10557,18/01/2013,D,0,4,,,,,
10558,01/04/2013,D,1,6,,,,,
10559,20/11/2013,D,0,6,,,,,
10560,08/05/2014,A,1,1,,,,,
10561,21/10/2013,D,0,10,,,,,
10563,28/02/2013,D,0,3,,,,,
10567,04/11/2013,A,0,3,,,,,
10568,24/01/2014,A,0,4,,,,,
10570,22/07/2013,A,0,3,,,,,
10571,20/02/2013,A,1,10,,,,,
10572,14/09/2013,D,1,8,,,,,
10573,02/01/2014,D,0,6,,,,,
10575,04/10/2013,A,0,4,,,,,
10577,13/06/2014,A,1,2,,,,,
10579,11/11/2013,D,1,4,,,,,
10580,12/08/2013,A,0,8,,,,,
10581,30/03/2013,D,1,4,,,,,
10582,12/12/2013,D,1,6,,,,,
10584,04/03/2014,A,1,5,,,,,
10585,02/10/2013,D,0,5,,,,,
10586,16/01/2013,D,1,5,,,,,
10589,06/08/2014,D,1,5,,,,,
10590,19/12/2013,D,1,5,,,,,
10591,18/02/2014,A,1,5,,,,,
10595,25/08/2013,A,0,1,,,,,
10599,05/01/2014,D,1,5,,,,,
10604,17/01/2014,A,1,6,,,,,
10606,01/04/2014,A,0,9,,,,,
10607,27/12/2013,A,1,5,,,,,
10608,28/12/2013,A,1,2,,,,,
10611,24/10/2013,A,1,3,,,,,
10614,17/02/2013,D,1,10,,,,,
10617,06/01/2013,A,1,1,,,,,
10618,22/02/2014,D,1,3,,,,,
10619,07/06/2014,D,1,10,,,,,
10622,28/02/2014,D,0,6,,,,,
10624,07/02/2013,D,1,3,,,,,
10625,06/04/2013,D,0,4,,,,,
10626,16/03/2014,A,0,1,,,,,
10627,31/01/2014,A,0,4,,,,,
10629,19/03/2013,A,1,1,,,,,
10631,06/10/2013,A,0,3,,,,,
10636,24/03/2013,A,0,7,,,,,
10637,09/10/2014,A,1,2,,,,,
10641,12/11/2014,D,1,5,,,,,
10643,10/05/2013,D,0,10,,,,,
10645,10/04/2013,D,0,7,,,,,
10646,09/04/2013,D,1,8,,,,,
10647,12/03/2013,A,1,5,,,,,
10649,03/03/2014,D,0,5,,,,,
10651,03/08/2013,A,0,6,,,,,
10652,27/11/2013,D,1,6,,,,,
10653,07/10/2013,D,0,2,,,,,
10656,09/11/2013,D,0,4,,,,,
10657,18/04/2013,A,0,2,,,,,
10659,16/03/2013,D,1,10,,,,,
10664,10/05/2013,D,1,10,,,,,
10665,28/01/2013,D,1,6,,,,,
10666,09/04/2013,D,1,7,,,,,
10667,21/05/2013,D,0,4,,,,,
10669,19/11/2013,A,1,1,,,,,
10670,07/11/2013,D,0,1,,,,,
10671,22/01/2014,D,1,3,,,,,
10672,03/02/2014,D,0,6,,,,,
10673,16/02/2013,D,1,7,,,,,
10674,22/02/2013,D,0,10,,,,,
10675,09/12/2014,A,1,3,,,,,
10677,03/12/2013,D,1,9,,,,,
10680,09/03/2013,D,1,6,,,,,
10685,04/08/2013,D,0,2,,,,,
10686,01/01/2013,A,0,1,,,,,
10690,15/03/2013,D,0,6,,,,,
10692,10/04/2013,D,1,9,,,,,
10694,25/03/2013,D,0,6,,,,,
10695,08/10/2013,A,1,8,,,,,
10697,06/05/2014,A,1,8,,,,,
10698,18/11/2013,D,1,3,,,,,
10699,10/04/2014,D,1,10,,,,,
10700,02/05/2013,D,1,10,,,,,
10703,25/05/2013,D,0,7,,,,,
10706,02/01/2013,D,0,7,,,,,
10707,06/12/2013,A,1,10,,,,,
10708,22/03/2013,A,0,4,,,,,
10709,11/01/2013,A,0,1,,,,,
10712,19/09/2013,D,1,6,,,,,
10719,05/11/2013,D,0,4,,,,,
10720,26/03/2014,D,1,6,,,,,
10721,20/12/2013,A,0,2,,,,,
10723,09/04/2013,A,1,6,,,,,
10728,16/12/2013,D,1,7,,,,,
10729,16/10/2014,D,1,1,,,,,
10730,09/03/2013,D,0,2,,,,,
10733,30/08/2013,D,1,2,,,,,
10735,09/02/2014,D,0,1,,,,,
10736,23/06/2014,D,1,6,,,,,
10737,17/10/2013,A,0,3,,,,,
10743,29/09/2014,D,1,6,,,,,
10748,10/04/2013,A,0,1,,,,,
10749,04/01/2014,D,0,2,,,,,
10750,15/12/2013,A,0,3,,,,,
10753,23/02/2013,D,1,10,,,,,
10756,12/02/2014,A,0,4,,,,,
10757,14/06/2014,D,1,6,,,,,
10758,06/04/2013,D,0,2,,,,,
10761,12/07/2013,D,1,4,,,,,
10763,18/03/2013,D,0,1,,,,,
10764,11/07/2014,D,1,10,,,,,
10765,27/08/2013,D,0,4,,,,,
10766,03/04/2013,D,1,7,,,,,
10768,21/11/2013,A,1,3,,,,,
10769,02/04/2013,A,0,1,,,,,
10770,05/04/2013,A,0,1,,,,,
10773,29/07/2013,A,1,8,,,,,
10774,09/04/2013,D,1,1,,,,,
10778,13/06/2014,A,1,1,,,,,
10779,06/04/2013,A,0,3,,,,,
10781,17/07/2013,D,1,1,,,,,
10783,23/02/2013,A,0,1,,,,,
10784,04/02/2014,A,0,2,,,,,
10786,19/09/2013,A,0,3,,,,,
10787,10/05/2013,D,1,7,,,,,
10793,03/07/2014,A,1,7,,,,,
10794,06/10/2014,D,1,6,,,,,
10795,14/02/2013,D,1,5,,,,,
10799,05/02/2014,D,1,4,,,,,
10801,16/10/2013,D,1,5,,,,,
10803,07/02/2014,A,0,1,,,,,
10805,15/08/2013,A,0,5,,,,,
10806,31/12/2014,D,1,4,,,,,
10807,05/08/2013,A,1,9,,,,,
10808,30/09/2013,A,1,5,,,,,
10810,06/03/2013,D,0,6,,,,,
10811,30/08/2013,A,0,5,,,,,
10814,11/06/2014,D,1,4,,,,,
10818,13/05/2014,A,1,3,,,,,
10821,12/12/2014,D,1,5,,,,,
10824,18/04/2014,D,1,4,,,,,
10827,16/03/2014,A,0,1,,,,,
10829,24/10/2013,D,0,6,,,,,
10831,05/12/2013,A,1,8,,,,,
10836,12/04/2014,D,1,6,,,,,
10837,15/08/2013,D,0,6,,,,,
10838,28/05/2014,D,1,6,,,,,
10839,04/10/2013,D,1,9,,,,,
10841,16/08/2014,D,1,1,,,,,
10844,01/05/2013,A,1,8,,,,,
10848,19/04/2013,D,0,6,,,,,
10849,06/08/2013,D,1,7,,,,,
10851,05/02/2014,D,1,3,,,,,
10855,16/10/2013,D,1,6,,,,,
10858,16/11/2013,D,0,2,,,,,
10859,13/09/2013,D,0,8,,,,,
10860,19/02/2014,D,0,6,,,,,
10863,08/01/2014,D,1,2,,,,,
10864,20/03/2013,D,1,7,,,,,
10865,07/03/2013,A,0,1,,,,,
10869,08/05/2013,D,1,10,,,,,
10870,22/10/2014,A,1,8,,,,,
10871,01/04/2013,A,0,1,,,,,
10873,29/05/2013,D,1,5,,,,,
10874,21/10/2013,D,0,4,,,,,
10876,22/04/2013,D,0,2,,,,,
10879,23/12/2013,A,0,1,,,,,
10882,13/01/2014,A,0,4,,,,,
10883,28/05/2013,D,1,4,,,,,
10884,01/02/2013,A,1,6,,,,,
10886,04/03/2014,D,1,7,,,,,
10888,23/05/2014,D,1,8,,,,,
10889,15/02/2013,D,0,7,,,,,
10893,15/03/2013,A,0,2,,,,,
10894,14/02/2014,D,0,4,,,,,
10895,24/04/2013,D,1,8,,,,,
10896,25/04/2013,D,1,6,,,,,
10897,15/04/2013,A,1,8,,,,,
10899,15/08/2014,A,1,5,,,,,
10900,19/02/2014,D,0,2,,,,,
10903,17/06/2014,D,1,10,,,,,
10907,17/01/2014,A,0,5,,,,,
10909,22/07/2014,A,1,10,,,,,
10911,22/08/2013,A,0,4,,,,,
10913,13/05/2013,D,1,7,,,,,
10914,30/12/2013,D,1,5,,,,,
10917,24/12/2014,D,1,5,,,,,
10918,23/01/2014,A,0,3,,,,,
10919,02/01/2014,D,1,6,,,,,
10920,11/01/2013,A,0,5,,,,,
10921,16/04/2013,D,0,2,,,,,
10922,30/01/2014,A,0,1,,,,,
10924,09/02/2014,D,0,2,,,,,
10925,15/05/2013,A,1,2,,,,,
10927,19/03/2013,D,0,6,,,,,
10928,09/02/2013,D,0,5,,,,,
10930,10/08/2013,D,1,7,,,,,
10932,30/03/2013,D,0,3,,,,,
10934,25/01/2013,A,0,1,,,,,
10936,13/11/2013,D,1,6,,,,,
10939,25/06/2013,A,0,1,,,,,
10940,09/02/2014,A,0,9,,,,,
10941,30/03/2013,A,1,4,,,,,
10942,21/01/2013,D,1,5,,,,,
10945,13/04/2013,D,1,8,,,,,
10946,05/05/2013,D,0,5,,,,,
10947,20/05/2013,D,1,9,,,,,
10948,05/12/2013,A,0,3,,,,,
10949,11/08/2014,D,1,9,,,,,
10950,12/05/2014,A,1,1,,,,,
10952,09/04/2013,A,0,2,,,,,
10954,11/09/2013,A,0,7,,,,,
10955,06/04/2013,A,0,2,,,,,
10956,26/01/2013,A,0,1,,,,,
10957,24/11/2014,D,1,6,,,,,
10958,09/03/2014,A,0,6,,,,,
10960,11/12/2014,D,1,6,,,,,
10962,08/08/2013,A,1,6,,,,,
10963,06/11/2013,A,0,4,,,,,
10964,23/02/2013,D,0,4,,,,,
10965,13/03/2013,A,1,4,,,,,
10966,04/03/2013,A,0,1,,,,,
10967,31/05/2014,D,1,2,,,,,
10969,11/01/2013,D,1,3,,,,,
10971,07/01/2014,A,0,2,,,,,
10972,12/09/2013,A,0,2,,,,,
10975,05/09/2013,D,0,2,,,,,
10976,19/12/2014,A,1,1,,,,,
10977,18/09/2013,D,1,7,,,,,
10979,06/09/2013,D,0,1,,,,,
10980,27/02/2014,D,0,2,,,,,
10981,25/12/2013,D,0,5,,,,,
10982,01/10/2013,A,0,8,,,,,
10984,05/11/2013,D,1,7,,,,,
10985,22/01/2014,D,1,10,,,,,
10989,28/12/2013,D,0,4,,,,,
10990,28/05/2013,A,1,10,,,,,
10992,10/05/2013,A,1,6,,,,,
10994,10/05/2014,D,1,2,,,,,
10995,20/10/2013,D,0,9,,,,,
10996,23/11/2013,D,0,7,,,,,
10997,01/02/2014,D,0,3,,,,,
11000,09/03/2014,D,0,2,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
